time,energy
107.8,-857.6678087611655
108.0,-857.3415262561034
108.2,-857.0155120861734
108.4,-856.6897107612303
108.60000000000001,-856.3640678871365
108.8,-856.0385303067677
109.0,-855.7130462359053
109.2,-855.3875653957999
109.4,-855.0620391455316
109.60000000000001,-854.7364206179741
109.8,-854.410664839525
110.0,-854.0847284974348
110.2,-853.7585677591297
110.4,-853.4321436341158
110.60000000000001,-853.1054259836512
110.8,-852.7783767563251
111.0,-852.4509622754937
111.2,-852.1231522579949
111.4,-851.794918405534
111.60000000000001,-851.4662340088379
111.8,-851.1370734110534
112.0,-850.8074110649145
112.2,-850.4772199340118
112.4,-850.1464688354578
112.60000000000001,-849.81511805555
112.8,-849.4831121224681
113.0,-849.1503678656245
113.2,-848.8167546591948
113.4,-848.482061925573
113.60000000000001,-848.1459470067801
113.8,-847.8078571129772
114.0,-847.466931834915
114.2,-847.1219418252816
114.4,-846.7714358812217
114.60000000000001,-846.4143916080251
114.8,-846.0514105990243
115.0,-845.6854640479048
115.2,-845.3206856056762
115.4,-844.9598740856374
115.60000000000001,-844.6033295035037
115.8,-844.2496736749799
116.0,-843.8971652332796
116.2,-843.5445345364167
116.4,-843.1913406806677
116.60000000000001,-842.8380124749615
116.8,-842.4855961970645
117.0,-842.1352802911193
117.2,-841.7879381316183
117.4,-841.4439248273234
117.60000000000001,-841.1031493153654
117.8,-840.7652719672743
118.0,-840.4298834621026
118.2,-840.0966099629624
118.4,-839.765153831792
118.60000000000001,-839.435297119047
118.8,-839.1068895127186
119.0,-838.7798326964327
119.2,-838.4540661696344
119.4,-838.1295559831701
119.60000000000001,-837.8062863324576
119.8,-837.484253474495
120.0,-837.1634613882676
120.2,-836.8439186930367
120.4,-836.5256364579569
120.60000000000001,-836.2086266395221
120.8,-835.8929009619641
121.0,-835.5784701122827
121.2,-835.2653431610796
121.4,-834.9535271475588
121.60000000000001,-834.6430267856047
121.8,-834.3338442605951
122.0,-834.0259790952891
122.2,-833.7194280691145
122.4,-833.4141851793703
122.60000000000001,-833.1102416357426
122.8,-832.8075858816064
123.0,-832.5062036370347
123.2,-832.2060779595419
123.4,-831.9071893193036
123.60000000000001,-831.6095156862455
123.8,-831.3130326267826
124.0,-831.0177134083129
124.2,-830.7235291098617
124.4,-830.4304487374261
124.60000000000001,-830.1384393427767
124.8,-829.8474661446669
125.0,-829.5574926516068
125.2,-829.2684807856559
125.4,-828.9803910069672
125.60000000000001,-828.6931824391535
125.8,-828.4068129958297
126.0,-828.1212395089468
126.2,-827.8364178596788
126.4,-827.5523031126718
126.60000000000001,-827.268849654362
126.8,-826.9860113358692
127.0,-826.7037416209237
127.2,-826.4219937396571
127.4,-826.140720849873
127.60000000000001,-825.8598762084209
127.8,-825.5794133554615
128.0,-825.2992863129915
128.2,-825.0194497958809
128.4,-824.7398594293118
128.6,-824.4604719621449
128.8,-824.1812454623227
129.0,-823.9021394788374
129.2,-823.6231151557656
129.4,-823.3441352878394
129.6,-823.0651643141638
129.8,-822.7861682558728
130.0,-822.5071146130907
130.2,-822.2279722439839
130.4,-821.9487112518356
130.6,-821.6693029040262
130.8,-821.3897196000423
131.0,-821.1099348961977
131.2,-820.8299235850585
131.4,-820.5496618198569
131.6,-820.2691272696089
131.8,-819.9882992893821
132.0,-819.7071590914801
132.2,-819.4256899061534
132.4,-819.143877123767
132.6,-818.861708413378
132.8,-818.5791738150265
133.0,-818.2962658044917
133.2,-818.0129793299118
133.4,-817.7293118196204
133.6,-817.445263159862
133.8,-817.1608356399139
134.0,-816.8760338604427
134.2,-816.5908645985858
134.4,-816.3053366201997
134.6,-816.0194604253891
134.8,-815.7332479074948
135.0,-815.4467118972968
135.2,-815.1598655521801
135.4,-814.8727215328304
135.6,-814.585290885563
135.8,-814.2975815139165
136.0,-814.0095960759526
136.2,-813.7213290822787
136.4,-813.4327628979978
136.6,-813.1438622886882
136.8,-812.8545671513406
137.0,-812.5647832712416
137.20000000000002,-812.2743716327643
137.4,-811.9831385147434
137.6,-811.6908320683194
137.8,-811.3971567476757
138.0,-811.1018231409226
138.20000000000002,-810.8046500953834
138.4,-810.505714182049
138.6,-810.2054898912911
138.8,-809.9048729166784
139.0,-809.6050059773742
139.20000000000002,-809.3069628825438
139.4,-809.0114716999901
139.6,-808.718822441606
139.8,-808.428952736351
140.0,-808.1416051491832
140.20000000000002,-807.8564628398714
140.4,-807.573229976408
140.6,-807.2916646688701
140.8,-807.0115838036095
141.0,-806.7328554382657
141.20000000000002,-806.4553877318234
141.4,-806.1791184541994
141.6,-805.9040064144396
141.8,-805.6300249305654
142.0,-805.3571570300285
142.20000000000002,-805.0853919835441
142.4,-804.8147228177359
142.6,-804.5451445271815
142.8,-804.2766527772706
143.0,-804.0092429451865
143.20000000000002,-803.7429093862468
143.4,-803.4776448388574
143.6,-803.2134398954419
143.8,-802.9502824696756
144.0,-802.6881571813358
144.20000000000002,-802.4270445553236
144.4,-802.1669198833946
144.6,-801.9077515114302
144.8,-801.6494981664532
145.0,-801.3921046825742
145.20000000000002,-801.135495052929
145.4,-800.8795610226912
145.6,-800.6241433398071
145.8,-800.3690013503895
146.0,-800.1137656923505
146.20000000000002,-799.8578718123863
